ID;SHA1;MD5;Ransomware;Ransomware_Family
10101;960b4d082ed563c6a28a8cd8eff2ce46ff1eabb1;fff891cc1fded5c7e8625b21606bdbac;1;3
10102;f2c5b12f7c7154598c040f41f3d38e5289347240;fe26327c3e175af16967ee690a9671d0;1;6
10104;4bf9c5b492434424eb8839e5324844843c319aa6;f4f1b178053078c8ed00272a655dc950;1;9
10107;e1dc6ce5f8f8a1279d3c7b8ea29bc30d050c4dbb;b38995b27c6bcc117fc74e452b65b2c1;1;2
10108;c8e25b7dbd13a03d5a1bb70c8edb3b8661815824;b552c103224ce78bd1f5e5962445dd80;1;2
10111;946bc6e3efe52953d50f837a985e34221e6c9cb6;9e9db0e6aeeb1ef625d0b92739fb2a93;1;5
10112;b1e7b46ad4b0368ca900aad5ecb2d0eec41178c2;7cd68627b836ac1c5e2bbffc178b05e2;1;9
10113;5f4529d0b9861d2a743cb5451e4c2058f744d2ee;7d09214052f036749a287e6dd8ad8cb0;1;4
10114;77cc39e84cecd9bee2d404110a4ad0572d1cfefd;5c38c88d1de4970579bb155996cfb550;1;7
10115;6f77194f77fe8d4fe2e9da71cc4f9a95b6601bc7;f3b620bdf93a054b8b60c30740999577;1;9
10117;aba903017ebacd1cd508eaa5846aabbb75577c07;371d47e47c1ff7170f60aba5af05c516;1;1
10119;bf7db9f96b45e031cce11d796c2940cc55c62149;fdb15408a22b5f4396f549d68ad126e0;1;3
10122;51811f6f45f244517c6b48cc4d5fd4c25287eb1e;c2438a77e701fab954f516df8be85e6e;1;6
10123;a42a59f6a2a778ece6cdf55d58ba58243e06a57c;18da21337a68b2edf0abedc4a6cb6b0c;1;2
10124;0513240f17a64b184e676f9ab992bc4967a38ff0;b268ebf7a6891026d9445ef4fd9296de;1;1
10131;ea4e739496c2e2fcbc061421266cfabc5e5dbc93;e8b948f5bbcce8e8545c45174c7fd500;1;2
10133;cbbdcae74b5fccc9da0bb618d91408fbfb17d5d8;74ee23f11d7964ab2328341eda4b44b1;1;6
10134;1587263acf5a662d8f2f202c36bedec0cbf02b2e;13e1538d403a3618db92ad0700f08b5f;1;3
10135;3181e2dca1d02e1c07a6fb392c2cfc2aab4252c0;1d1ba87f51e85b599f709409265419a8;1;9
10136;ae9662afa5d3b6fdfed17967b10d8cdc1940a6e1;c2a42a0dd7785ce0cc783f17f4fbe355;1;6
10138;7b46c06b86757e206e9355eb6126f056a03ee1e4;f59839791993b0db269cb15d57a42dc0;1;9
10140;7158e2f00802e2a65435016fa790e0e2d37ee33e;f9f1d58b27b7032f2c0006d104232560;1;4
10141;8a5f47c2589a9404617b2f94983b96dc24c7dbc1;7ddef77c68d6a0acc12531a58d3f3743;1;10
10142;5a8863adfc778f093ed8dd6681160bbec4552f23;e91b9cf9e93f58d9d7d8516a3468093b;1;2
10143;95df639eb5b051759c96f47248a0d6ebc2932750;f671addab4fdf223053d241d59fac7a0;1;9
10145;0a0e4ceb7b003f9337d54d8ffeca1ceb4b04ad50;f006e2c76a4dfe750c08130826d0eb34;1;6
10148;e697d820c5c82f5aa41e5498472c77f947675810;a4c1452050618d1cd5c86c2bb0482062;1;6
10149;611de6448e2f4eeeb67b44964102e5de506dd481;f7c997f81d95663bc8f57c94f83946b0;1;7
10150;58e67d5df096177096527cdde0a754c49e04b6be;6d0d13f4fb5ccc57a7bee6195ff41e99;1;5
10152;07c80414ed47390e4b48092a98db1a69002c5f29;f5bd93c14ce6d72bc1adae10827ed220;1;9
10154;dd4160168fb2ae6fee8c67a02a7e809047064a99;80b8411b1b2b94af31f9abebc45e12fd;1;3
10155;88b07db0acc72ef8837cff91c749f400ede88e19;c1a2eef9cf84ebdbf9e3580796e11c8c;1;2
10158;23f2e553d7e199ec5f19ca82559fcd335f906eeb;f55a4cfc8125cf927f9b632f026cf3e0;1;7
10161;f9a2fa967086ae5d89bfa33c7852260c3f118d38;ef978c66dbd14bc6af14edfbaab08780;1;3
10162;6e4587be554dd6c024b58312868c8fd8dc09cd22;af9175cb56e41868c13c1ec836b09022;1;1
10165;93b298bdebfdd329f699a12ad0b00da58c991b85;8b0efd1759f66420392559c2c506cd6f;1;2
10166;aeb21c99051fab087abeac61efb0709d79b04b6a;fb6539238a7cd432ef3c01f3976dc101;1;2
10169;3d9bbaed4a7b38d7cd35af7a78ee6289fdb99cd2;54c10c2f741ce18c6596e73c4fd083db;1;7
10171;f1a055be508391a2dc3634a56afade89e18ef792;f7539ee27967b19a234342a13d8541a0;1;7
10175;8d584db3d18eb83d88acb410125d69fdeae0f377;7574bcabb68d64a74f6948938a67cae1;1;6
10176;5e73520c852acdf77d76e00bf5d5f80247e30487;c198fadeff984c2465f2e1ebedf4c601;1;6
10177;fd33cf0ed896bf92bfd221b8d7283d7939fa011b;8ab4abdd27bb1e83740ebd29b701a96e;1;9
10178;eed57c04a42246acc018d9f0145a449ec5f229a0;fca9c2649ed7e18535bf4c745e16be50;1;7
10180;801a67b4a83d9ef87d41ffdad5716c3ba0e97d83;c7ef1ff53e4250e2cecda37f1cde3a4a;1;11
10184;714515ecdf7e5347279d61893dd5b13c70506a01;c962955075b09c3ca181067c248141b0;1;2
10190;0f64b651eaed8b63008236f76a0103a3b602ec87;b5ea1d90bbe8304a6234633478e9fd0d;1;2
10191;7acda8e9bf6f9aee1faf4ca87a7ef2bf5985147c;4daabf35a0b606a5c807564e1c5293f6;1;6
10193;3c82c22b8910963da6aaed0a7f4449b222cd2dbc;15498158598632df42dd416de292d24e;1;3
10200;60fe99bf922df0338d0761a6c1c4258a6b7a15c1;fcc93a5a4d010b2de2e8cebca6599f20;1;6
10203;d46e63d47b4154df821e5db16b03007a4be12266;2ba4903ebbf34d43f65c88d00514dadb;1;11
10206;8964bf3b65661396d4bc31fbd508cf76bfc1dc80;2104c98cf906bb7d3a88b7e471e8e316;1;3
10208;1dd17f4a6016c18b313db2445a2202abd1eb3494;0b54a6f62c6b7150d06ad876e81b21cc;1;6
10209;5472cf045ae3ed7436e819f82ed22a4499b3152f;f378010e63a5cfcf9db96b819ba754e7;1;9
10212;f71e887d4cc6c96676be5382d19d63ca35851d1f;b223ef2e609b7b4a8138bd4c914e52d0;1;2
10213;9b0a6ca33c4da7cbcd1382685c2d9ce31242337f;088ee14f59604a5fad42edd1d3b9467e;1;7
10216;0d8758986e72db5a7eb4bde86baf5a4b69976862;db3341835fadd9f3edadc9cd19bb36cd;1;9
10222;1f7fdaefb712808ca102d2dbf01198ee2b4a3417;1ec80153e3f7c7e27ce8d54e8cc5303e;1;9
10223;a12cd05029145de309cdc28093ec76cfe22d9f90;6374833fa3cfdee0c008a01cfeac98c0;1;3
10225;254306fc948feb25c2f65142c8c3ecc39969c523;b2c47014b08b78bc7e350f07596273e0;1;6
10228;b795eaa4d59054c04d8c0dc44ec6efc5ce92c4f1;aa6529fb7f26c3370c60181b116f773c;1;8
10231;e30f16991433e7990b05d72ce9616059f9d693ef;1ffc020d1eb24b96ff1b54d025b7335c;1;9
10233;136031717d741c9ef0a18b1f6dd95b508ee26dda;f7ac15f0065ebc1c4e7ceb23bfb71975;1;5
10235;bc354ed0c342874fe59a6768398fe9e1871d2f3e;d359c319165caa9dfbe6b78c83b58d60;1;2
10236;38b3d664952c01b5478d575d4ac015adb338acbe;c1b839fde0e900bc9d6b0e1b1b2351a6;1;9
10239;d6bc3e6a7151a1ded5473b50d1ca60d962d28767;0514927422bcc62e5d22e1e8c6da5f43;1;4
10240;c99f639e57277c0177768b2dc96dd38ced5687f3;4706adc3668da0e911f888d5d7acbe7d;1;6
10241;3b11e8f9fbd51a9c166025b27c2f032559320ceb;fe5c6b35be61fe6b26c66c1f77416f05;1;7
10246;f572a72b446155b9182cced437346aaf6301f11a;db8b0d2fe138e4f32440cacebb30c2ee;1;4
10247;59c766265bb9a7d30aedb305ca95565cfcc4bc8d;fc1d377b1213b008c8e6b4cbb2092551;1;6
10249;06aad52fe55e341cfbcdc514cd8c62b1cbc236dc;adfc311d80a2cedb63ef76c1c80e39a3;1;2
10250;9b162da573f66e842a297c71a001c4744ecd2aac;fd36eee0e9b687219cfefd4a2f1a5a0c;1;4
10251;32b7e84c396843bb29de4df0c27c8a2b7b102d32;e7c688ecc01980b2824e308c2f80c0c0;1;4
10253;67b13ce73f361d777bdd18c6fbf918755803f706;614d0780b8e631a6bf419a8209ab5c93;1;9
10254;3f412608546481be0f35663e7e0ae8995abbafa0;40d54310207ce89061bad88550242264;1;6
10255;d5aab02162b7a72cb987b7a34629e55ef87d089f;018cb8a80fb37b5bc93577be1a4537f2;1;7
10257;d00087f6352bb8120d5c7e99a17b758ecd69eb78;dee8749f50aa8a4bc06154add4a71d70;1;2
10258;e6ea94da77dd66fb516b01b3019726f313c2d38e;3398462231e58f8855c289cdc319f771;1;2
10262;331b2b3e58698fc0e0875b7a6e02736f479d47e0;241c6ac41922a71605e02840dd80e2f0;1;5
10263;97f27df3c0fef5129f4235ce0b617b59239e5f99;771c27201a8bdb2e3adb45f8abbdf118;1;6
10267;c39babb05db105066c1fadb63348fa1077f72b02;f95eb0adbf1b5ff68b34de2170b16bc0;1;9
10268;872d3342b66f1d060311a8256099f5c17c134306;35d60d43cc9e8261e92b77ce5f3e93cc;1;2
10269;c660e4295c4dea9f426cb5340e5a634bad4dbe39;e852c78346f4453a6e26ead69be8b0f0;1;4
10270;3940c39e13ace910863bc4b1de5d402ac92788eb;9f2bba8eff09a5a629aeefa3846a080d;1;7
10271;17a52625f9ae6bfbf55bc642f2988da075365bba;a3b240186ef2c7c470aaec5b25ebfffb;1;6
10272;562585566bb5d73f3800548628284b762bbec6dc;2e2d9a9e4f1ba67bb7d6acccd2cc7cdb;1;9
10274;6f811d616c62c69a9cb685c03ce8e7a7df86ebac;6d39e2fabd738f6e5242b31d4743a152;1;6
10275;d608a110b5601c835d59838bfc7f403c7e027f6f;0a164f674221a6a23b86a73bea05c913;1;6
10279;11fe977f11a02c7a62071b0bfe240b0d19871eeb;ed74b74d02b91b3fbfddc94484f031e0;1;3
10286;65f64bc270ae0c79792c29c04a2f5f2aeb718f88;fa1d3d1ba53491ed9431a1f4fe50d5bc;1;9
10287;fd5209ab470f457b13d64a1ffb560bfdeada2495;18294ea0655a05b6f1cdd93f3dfad0b9;1;9
10289;0baff8fffe6f148f468bb016c28f87966ff761f5;deec2a79f1cfbdc8dced0f68ec908a28;1;3
10290;3d496b6513944d33229de57084cfff1d60f1251d;3769d77331279bd1dd5baa8e08495dea;1;6
10292;9dab43ce25e0cdaa27d720e192f985298e6ee4a7;53df46eca1aa6ce88f08bf660e597494;1;5
10293;14a6b44992425924bd20087ad28a9cd6e455eed0;1abff57e05629475c1a4fa86141f75cf;1;1
10294;61a71b071db95852ce1f3c18fa0ec4eefebba627;93c3d81f9c7f0c69989c8b41e04ce471;1;7
10295;14c40cf2893a25e94be2a40c9ea0da037046068b;c307986eda3b0319e8bdecb3010f841f;1;2
10296;6fd528db8aeaf57472ffbdf04a8e03b6391fc54b;7edc49ef66f45353e8dc163409dbbad6;1;9
10299;1f84d7de8874030fd48e67ff90e2340d59ca8212;bcc312a0a0c7dc7ec27f25d4dbf57bac;1;9
10301;dfcc8ffc40514426b6cb0bbafd6a4886e3b39622;f1e1e85fbb64962b57d11a2a76c05410;1;1
10302;0f9ec608413918adef409e8e97612b6e71fd1bc7;12666b5054cc0cb62cf758736340c1bc;1;2
10304;686ab9d1e87ae42e80f79dd2c7726b59872ea5cc;c63dd21d13100728828b2937482e017c;1;7
10306;1447572986f415b589eb61c1d3c20d8d8fd205da;f542094e530fb3bc66efcdb53461499a;1;10
10307;e40717bc2551740ce477765305b54a5edabd0e5c;6b40feb191cb174090f6bb36724f83e2;1;9
10310;5d16d2344f979157969764f2f21fd31971bb71de;f2efea2a7783f1912d83d6dc71f08c56;1;9
10313;4e3c5bace9de46d5b098bd6dd8f12a74286d58d7;29160abb461b01e29098ed3cd8d474e6;1;5
10314;94e23c3c196dd04faccaf872e4182cc444ee12c9;3da6a0168ec0a7a2c55bd627cc76b830;1;2
10316;33193e4fb572627c2fc2650efc873782cd0f69e7;f28546e6e56bb5e14d8585c10c449d72;1;6
10320;0452ba44e74d7b360dc4a7b8b10e08ce6831c157;d3552bc70d3345c88f462e270459c953;1;6
10322;03ed9b7aec5f9e74cfd2926d5aa7cd7dff73f36f;de8225722cbfec609b923bd6b59492e8;1;9
10323;a9a2d0bcc5e2b21b000b3b3d2f67f573f94fdc49;34801b671c5f2a28338570c4c8677e8f;1;6
10324;cde1529e610ff1e81f3ae75719ab9aad2cffca49;f6b6aca1654ef18fcbe6855217971f50;1;7
10325;b2d39bf9a8cdc4d04d813693885b73d20d315b30;2a59d4ed30a0353f69cce57ad83831ea;1;3
10327;6066f4531bcf780f91546b8eb31ef83de69b603c;c7c3a47ece2caab5e30c351a9fc0b885;1;5
10330;89dd410d615f61d3c433e2436b187774e9c447ad;b594b2e759271166e40383ec952dcce1;1;3
10337;609940ed41f2f0162dc8ce542531b1d0bbd8b634;a97e0f078d1bd42e0c004598e01d942e;1;7
10339;b8fbf9babf7182cf7dd1e6039e4c2a072a4df70c;9b1da810487cdcb458d46f394f561fdb;1;11
10341;ce8eff56dad140ac32aeb10ef2961f0edcdbad28;2e922ffc0c31a82da57bf3db10b682d6;1;6
10342;5bfea8884ef1197c642c99c00b1e8f3af576a17a;eac1ea433b69fc5b7479f9ebf2804c15;1;7
10343;a47c334328ff77a3a83fc156fc895a4cf0519199;f58e3e28a70e188ae707d4e6020318f0;1;7
10345;a58804fbc943d55a8cdaa66c9e2ed9c87b25e2c1;69d0a16ad7d955771129bff188b79b83;1;9
10348;f5e31efcbaed10c9f12e22b12e5064681cf0e739;f6777c1796c840fba3df48e36c3a41b4;1;9
10349;b0bfaa9717ec43a9e07073425f751737d4804b03;f77b5209cb1ae00fc1f5c598df243030;1;7
10350;97215ae64d8d27ed4f6307f12624dbaf79b2ddc6;7ffb1799f23dc59c536ee492f97c4c92;1;5
10351;cf59fcb2dd8437ab424a8266e58a5762f8c57f8f;5f0997ee267dec418efdb61112a09f65;1;9
10352;e4f984a6d15392a8f4dc9c111b591b058b091f87;fea1608830f74a2fb887115b9cf38e80;1;7
10357;b876ac7a1371a6fdd1d393ae350ab2cbd7b1f049;08cfa6421607a8405cbb20ac4e2864eb;1;6
10358;1b531d85c021a84590918c1cd63bdad65760388e;bd5eed8869652cb5bc0f3e363b987b70;1;2
10361;2fd6849b268a1d2d8aa611f3d573f77259072512;27cfd891abe1e029466e73bfee2cfc5b;1;9
10364;f5dcd7336d2a0937a6c1f23435c8e269876e5dc2;4256b43110d9bd870360824242288aab;1;2
10367;df4a34c27040b05e9d228110cc9f97784dc340fd;a1b111bd003779ccc4e6c6fe4713e92b;1;6
10373;f51e19e39b65310ab54a9ceb0af577b4bf5ea764;bf70eeddab5404a33cfbd39ced8c5f41;1;7
10374;0d5bd6b94c2717161d760e6c86dee8107ef67ee0;65e5113f77b35621d12675447bcd52ef;1;5
10375;e2e3d32c30c4ed20fd2e444a72fb757712cbdf91;f67504657cce5ba27f12e026d3a73559;1;6
10376;46e0177873a026bbfe89cf3bbf32edd69b33182a;af5f92145423675d01f09396426d6847;1;6
10378;61d2bed92e7ba01eaea87f6b5fa95532218359ad;451d524f2b5353246c7eeea503e752b4;1;7
10381;d8644bd0d0d5f6fc275447dbb2f4323a4cb76b4a;b38bad8e43b4deb6817a1cb4570b4bf0;1;2
10383;e31c4fc9f4d17174890b433bd588d8f2d6cd527c;efd36aad32b3a16271c1f13e326a1bf9;1;2
10384;2ab86879cacf9d9e05dc63dce47a579e2ae12ddb;f570ca1031fc7d2b518271b43e6753de;1;6
10385;fa09a3f498417feb7bd3de04fb0399e489374a6b;1eceeb4901686cad6979f3db0574b4ea;1;5
10388;cf3b0c7b2b8fa5fbdf1390c9f571cdb8a1babcfb;d4dfc17c79bf9e45ea169a7dfb8731a0;1;6
10395;ff06f470150ec7500b6a626ed0b4d5894b39bd87;be611e896251a55fb88a8b38c987bb60;1;2
10398;299349b3213a87ca579de317235368c085119c71;7ef376e81b51abddc7b1598681e9cdde;1;11
10399;0508e0920f58b8f625c8320c37a55865cc5bbd83;1dbf99bb878f7cad04ba363045556071;1;3
10400;70f41988903fa033408c43e62a35920943a2efc4;72ce1b0c54c45f1424dbd9954c7431f2;1;11
10404;a5f4957b6a8a1fb5483ab6026ee4f56b421bdaf4;be8fcbe796af1267a45b9cba4ed08335;1;1
10405;352ab0564fc88e09c47830f4ed5194e2d2f4f4c1;fe8befdddcc9a3ce820a761d55158235;1;9
10407;f7dd5af916b7f90da4fcbaaeac53e13afd15ced7;a571141acbb53620cf110300c9d91479;1;1
10409;d10fbb55135bcf09e3bdddcd140a663d24eb69a9;a5fff257b81ea19b3509576e552d0b27;1;9
10410;99c3ddc1fc96716a98fc253023f30c1c0cf766b3;67ab8dd615923a5e91e33f8a284882b4;1;5
10413;427a923525a37ec0e0042e22133b15ba4adca1ab;d160e20c6caead34681a07cf19299e5a;1;6
10415;ea68f82995724fa8d1b2977849ea9007f1da2187;f609cdd24ef60e491e2cd3970fc58dc0;1;11
10417;c297ee9de3429b0ae6a1518c110bda40ffb67f47;2f7efd6ba29680659d2aa0a1c246a56b;1;6
10418;d09e58357f7872b36f87b173fbdf9c418a26b484;f2ed2531d6d8e423d268b5a051a75d40;1;7
10419;976ac85f9b2e1831ff01e67d133a68ceaad2f508;b3d7fdd5a521e434e2637b57209babb3;1;6
10422;42b2740924b1131d56cab7b88b7d94f00515ee26;56f0c40f508f8c1321bd984c3b598e53;1;5
10424;ca20f1a88bd42e2979ab38cfe11643b63fda5ab9;ff8fd0f6c996b58c9a3bfeee89b09c10;1;6
10425;24b243e7934e4f2c9e0a8f8856b4103133d12839;cefcdd32223840c39e98b82ea1e6a05f;1;9
10427;ab81f213d4fcf1f3a56e04df3520ce06f65a8dc9;d8a33a1bd41cfa5408be35cc32a2d79d;1;6
10429;a42149bee15dd467da28504f7aabcaffc4396f44;c4d9811ebe4a6af8037c7eef8aa585aa;1;5
10430;992b46be386cba4a9dae5c91fc912eafaea20181;74d139f94d1816238730aeabb9f417e0;1;1
10434;af789104a7594b0319e748b94482e3603294c41b;bd6316d3e1e0e20ea312ce34c0083265;1;2
10435;5dbfae5bdb33eaee8d76189292de2a34b372cd06;6e91bad26a5b5a0f30650a7c515066b3;1;6
10436;9bce384c4dd0177e664d5928ad3d9b3181fef5a2;7744b8991723e10df3796e983a49dc1e;1;11
10437;7f0f9249200b19e434d09c972df1aab93008c748;1d8e332ad2ae1877c94bb2e98e580c90;1;5
10441;a787b8f9b448ca51906a853568cb9bea3aa29497;055eb2a4df678c114d42706d3ce97af7;1;6
10442;bb6236a327abc4392cd64aaae13245d81f391b0f;bf28a351214372f5ffd4e4011601a8e4;1;7
10443;510b3203b1a7f0385cda3bc2aa7e7d53c9168f6b;6a60a270addbfad002914e5a5bc5ef0e;1;2
10444;e1d05791f2f4197e42a3bddd81dfd401ce54dc2d;e26da8bf616eacf2f9bc6f20d5fc7710;1;2
10446;6b3d2d8df923f426befe2ac5ac8ae89341f07cde;cc854611017247dc151b339c2094e0e3;1;11
10447;affd895d3ebdd0258ea3ee7b0c35ac8392a77ce0;d9f39c323183524f3772072d5e3fa971;1;5
10448;bc787f3601c42862ef0d0e360a14594b7e5ad01c;78b3c1ffbb671fbb0c03e1de152bc2b4;1;9
10450;cc7f6bb724ed15528770ddc4582d0a43c289f1f3;dfb7d9770e1440d26e0e62fe968fda3b;1;2
10452;cf6fecc2410d9e71742c8b2c7f2373856c203a23;ed3aa0dae49ef9bea25539a10c5ae770;1;3
10454;40b1d84b341bae23dc5cfa8dd1c44cf96294cd54;11ff8a8e9a643deff1dcf58e7e2fdf20;1;2
10455;8ee1013a71e6b702f6fbe4add318427d11161fef;bab69fc3ad499f871e74a4fad5238830;1;2
10456;3980f77af8154a73e43666d9d22de5cba4c792d9;fce913371f90e5fe1464f04622903720;1;7
10457;dc3643bd822147cc3410ffab718b8f2166b33224;414146ca9ee9a3b18eff07a16e34a9fb;1;10
10458;3015fcca84f704ad3445b119d3b40445d46f8a09;76874ed83c4942f5a11937f53533a6c7;1;2
10459;bb3bb3c665d8b94c215f0814265fe0a04fcbd99e;72eeb1e5d2ee146b51e3919d7330ca20;1;2
10461;833bc79da430c13dbcaed97aad5bef314623559d;7658d91525d791f9516db5f0d30225e4;1;8
10462;3bba859eaf2a04da9452dd2e07dced2b849cdd82;07ce95aeaab7fb4b6630ac576a98b883;1;2
10467;ba27378f64bdcfbd43ac5cee320f1b4560c87d7b;b296dbc7fecc0c4b65335236644e61b0;1;2
10469;f93c167b12715ba67efd81a3475727d1dcf4c0cb;f21f2d7910bc222632dc8ea72dcf8950;1;9
10470;7994f666b5acbddf981f536072b69e8fb4d4cbca;f7f2dbe66b60e9a576d05e05e7f51ab3;1;2
10472;44c7263e289a38ff78ab4c9993641dc9e34dc9ac;ebf114d7dafc3c9a8df9b94b0a7d8560;1;2
10473;d914e44fc45c8b59111e15c5626c641f668201d5;ef764bbd3dbee288df85b403865f745e;1;9
10474;ac879698be124dc5af7028435c5ad31355b6ab2b;f8f26e510136e11d0ed1cec115e3eac0;1;11
10475;9c58e5830dd02e038d382c54e294e795058e45ca;bf1358bbb18d9838029d95cb473a5310;1;1
10477;90fe1db5344f59f25e5dcbe0eccefbb85c88b5ba;f569adb9bed09b2dd7d51d9e007e45c2;1;9
10479;2c9432a44afaf499ececf2e0ced8ab1a39934acd;f4b93dae71a92326864eb72a2a27e951;1;7
10480;62ab97c1710d8213cf7924c7d3c4eaa3fd6af5d1;087d86235891edbcc02eab6880143aa5;1;9
10481;c92864feca1557416a19622d7a0004070f65e610;e51a1233a965d777bc9ba115db87ca10;1;2
10482;94cfd44a6601c2e5edab4c8726f456e74ae50219;749ed7635492a5ca669798564d8b0350;1;6
10483;1ca4ff2afd8407eef291105e53d9136b6178220c;43ce7a42d275d1351de591b3b5d2661d;1;2
10486;45c1c19b96647fbf3767f424089311fe47868c04;5749f981b88d2ab6644defcde96652cc;1;9
10489;965e97f0d69a66267b31db1da52195f7b25618fa;fbf9833409e39b8ac4301eeaaae9c960;1;2
10490;2c6d31b60e799e8f250a0259cd1821a2bcd1594b;b689050b89ce00dd84229aae23e28d10;1;2
10491;594410abf8e6502dce4eb1276a39985cf70916c6;f492b061612f1fc55fc87984ec04f800;1;9
10495;d8a7ad84a3ba314246939e8a3aa7ee70debd9d78;8f345ce2dd61f233c853d0e24d997dea;1;1
10498;1f6a06110ddbba0a6f752c2ffd37d20670ae59a5;2653b0e170899c2b5eab42d5c2f618c3;1;3
10499;103345838a61ec514ad241a81f8c5299cf2192ef;bf98ed9ba7dd102fc9dd7cdc57810203;1;7
